"Timestamp","In which State/UT do you currently live?","What is your age?","Please select your gender.","How would you describe your occupation?","How many earning members are there in your immediate family?","What is your annual household income (in rupees ₹)?","How has your overall household income changed during COVID-19?","Do you or your family have any pending loan(s)?","Did you or anyone in your family get infected by COVID-19?","Did you get vaccinated for COVID-19?","Do you have any health issue(s)? (If more than one, then please select your major health issue)","How often do you exercise or meditate?","How has COVID-19 impacted your life and future plans/goals?","During lockdown, how often do you interact (on calls/chats) with your relatives & friends?","How has your appetite changed during the lockdown?","How have your sleeping hours been affected due to the lockdown?","How satisfied are you with your state government's measures to handle COVID-19?","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt scared without any good reason]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I was close to a panic attack]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced dryness of my mouth]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced breathing difficulty (without any physical exertion)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced trembling (e.g. in the hands)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Worried about situations in which I might make a fool of myself]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Increase in heart rate without any physical exertion]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I didn't experience any positive feeling at all]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to take the initiative to do things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I had nothing to look forward to]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt down-hearted and blue]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was unable to feel enthusiastic about anything]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I wasn’t worth much as a person]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that life was meaningless]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it hard to take things easily]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I tended to over-react to situations]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I was nervous ]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found myself getting agitated]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to relax]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was generally intolerant of things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt unusually sensitive ]","During the past one month, which of the following have you experienced the most?"
"2021/05/22 9:33:56 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","1","5 - 10 lakhs","No change","No","Yes","No","No major health problem","Atleast 3 days a week","Small Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","3","1","0","1","0","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","None"
"2021/05/22 9:40:01 PM GMT+5:30","Uttarakhand","25 - 45 years old","Male","Private Sector Employee","1","5 - 10 lakhs","Decreased significantly","Yes","Yes","No","No major health problem","Every day","Considerable Impact","Ocassionally","Decreased significantly","Increased slightly","1","0","1","1","1","1","0","2","0","2","0","0","2","0","0","0","0","0","0","2","2","1","None"
"2021/05/22 9:40:51 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","3 or more","10 - 20 lakhs","No change","No","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","2","2","0","1","0","0","1","0","2","0","1","0","2","2","1","1","3","2","1","1","2","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 9:44:01 PM GMT+5:30","Haryana","25 - 45 years old","Female","Private Sector Employee","2","More than 20 lakhs","No change","No","No","Yes","Heart Disease","Every day","Small Impact","Ocassionally","No change","Decreased slightly","3","3","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","1","1","2","0","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 9:46:42 PM GMT+5:30","Uttar Pradesh","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","No change","Yes","No","Yes","No major health problem","Every day","Small Impact","Ocassionally","Increased slightly","Increased slightly","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 9:47:47 PM GMT+5:30","Delhi","18 - 25 years old","Male","Student","1","5 - 10 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Atleast 3 days a week","Increased significantly","Decreased slightly","4","0","0","3","1","0","0","0","0","0","3","2","0","0","0","1","2","0","1","0","3","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 9:53:39 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","3 or more","10 - 20 lakhs","No change","No","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","2","2","0","1","0","0","1","0","2","0","1","0","2","2","1","1","3","2","1","1","2","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 9:56:33 PM GMT+5:30","Delhi","25 - 45 years old","Female","Self Employed","1","10 - 20 lakhs","Decreased slightly","No","Yes","Yes","No major health problem","Every day","Considerable Impact","Atleast 3 days a week","No change","Increased slightly","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 9:58:05 PM GMT+5:30","Bihar","25 - 45 years old","Male","Self Employed","2","5 - 10 lakhs","Decreased significantly","Yes","Yes","No","No major health problem","Not at all","Major Impact","Almost all the time/ Every day","Decreased slightly","No change","3","1","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 9:59:40 PM GMT+5:30","Delhi","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","Decreased slightly","No","No","Yes","No major health problem","Ocassionally","Small Impact","Ocassionally","Decreased slightly","Decreased slightly","3","1","0","1","0","0","0","0","1","1","1","1","1","1","1","0","1","1","0","1","1","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:01:28 PM GMT+5:30","Delhi","25 - 45 years old","Female","Self Employed","2","10 - 20 lakhs","Decreased significantly","Yes","No","No","No major health problem","Not at all","Major Impact","No contact at all","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 10:01:32 PM GMT+5:30","Delhi","45+ years old","Male","Government Employee","2","10 - 20 lakhs","Decreased significantly","No","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","No change","Decreased slightly","4","1","0","0","0","0","0","0","1","2","1","0","1","1","1","1","1","1","1","1","1","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:03:45 PM GMT+5:30","Delhi","45+ years old","Male","Private Sector Employee","3 or more","More than 20 lakhs","No change","Yes","No","Yes","Diabetes","Atleast 3 days a week","Small Impact","Ocassionally","Increased slightly","Decreased slightly","2","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 10:09:06 PM GMT+5:30","Punjab","18 - 25 years old","Female","Private Sector Employee","3 or more","Less than 5 lakhs","Decreased significantly","No","No","No","No major health problem","Not at all","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","1","1","0","1","1","0","2","0","1","2","1","1","2","1","2","1","1","0","1","2","2","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:21:10 PM GMT+5:30","Delhi","45+ years old","Male","Self Employed","3 or more","Less than 5 lakhs","Decreased significantly","Yes","Yes","Yes","Heart Disease","Every day","Major Impact","Almost all the time/ Every day","No change","No change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:21:23 PM GMT+5:30","Delhi","18 - 25 years old","Male","Student","1","5 - 10 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Almost all the time/ Every day","No change","Increased sigificantly","3","0","0","0","1","0","1","0","0","2","0","1","1","0","0","0","1","1","1","0","0","0","None"
"2021/05/22 10:21:33 PM GMT+5:30","Delhi","45+ years old","Female","Homemaker","3 or more","More than 20 lakhs","Decreased significantly","No","Yes","Yes","Blood Pressure","Ocassionally","Major Impact","Almost all the time/ Every day","Decreased slightly","No change","2","3","2","3","0","0","1","2","3","1","1","2","3","1","1","1","2","1","1","1","1","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 10:24:17 PM GMT+5:30","Odisha","25 - 45 years old","Female","Homemaker","1","10 - 20 lakhs","No change","No","No","No","No major health problem","Ocassionally","Small Impact","Ocassionally","No change","No change","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:24:46 PM GMT+5:30","Delhi","45+ years old","Male","Self Employed","3 or more","5 - 10 lakhs","Decreased significantly","Yes","Yes","Yes","Heart Disease","Every day","Major Impact","Almost all the time/ Every day","No change","No change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:27:29 PM GMT+5:30","Chhattisgarh","18 - 25 years old","Male","Student","1","5 - 10 lakhs","Decreased significantly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Major Impact","Atleast 3 days a week","Increased significantly","Increased slightly","1","1","0","0","0","0","2","0","1","2","2","2","2","2","2","2","2","2","2","1","2","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:29:36 PM GMT+5:30","Haryana","45+ years old","Prefer not to say","Self Employed","2","More than 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Almost all the time/ Every day","Increased slightly","Decreased slightly","3","0","0","3","0","1","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 10:32:45 PM GMT+5:30","Maharashtra","25 - 45 years old","Female","Homemaker","1","Less than 5 lakhs","Decreased slightly","Yes","No","No","No major health problem","Not at all","Small Impact","Atleast 3 days a week","Increased slightly","Increased slightly","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:34:34 PM GMT+5:30","Tamil Nadu","45+ years old","Male","Private Sector Employee","1","More than 20 lakhs","Decreased significantly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","No change","Decreased significantly","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:41:31 PM GMT+5:30","Rajasthan","25 - 45 years old","Male","Student","3 or more","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Ocassionally","Decreased slightly","Decreased slightly","5","1","0","1","0","0","1","0","0","1","1","1","2","2","2","2","0","1","0","2","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 10:46:11 PM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","3 or more","10 - 20 lakhs","No change","Yes","No","Yes","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","3","0","0","0","0","0","2","0","0","1","2","0","1","1","1","0","1","0","1","0","1","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 10:47:27 PM GMT+5:30","Punjab","18 - 25 years old","Female","Student","2","Less than 5 lakhs","Decreased slightly","No","No","No","No major health problem","Ocassionally","Considerable Impact","Almost all the time/ Every day","Increased slightly","Increased sigificantly","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","None"
"2021/05/22 10:49:20 PM GMT+5:30","Punjab","18 - 25 years old","Male","Student","2","Less than 5 lakhs","Decreased significantly","No","Yes","Yes","No major health problem","Every day","Considerable Impact","Atleast 3 days a week","No change","Increased slightly","2","0","2","0","0","2","0","3","3","0","2","2","2","0","2","2","0","3","0","3","0","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 10:51:20 PM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","2","5 - 10 lakhs","Decreased slightly","No","No","No","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:51:37 PM GMT+5:30","Punjab","18 - 25 years old","Male","Student","3 or more","10 - 20 lakhs","Decreased slightly","No","No","No","No major health problem","Ocassionally","No Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:51:46 PM GMT+5:30","Haryana","45+ years old","Male","Self Employed","2","5 - 10 lakhs","Decreased slightly","No","No","Yes","No major health problem","Every day","Small Impact","Almost all the time/ Every day","No change","No change","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:52:00 PM GMT+5:30","Rajasthan","18 - 25 years old","Female","Student","1","5 - 10 lakhs","Decreased slightly","Yes","No","No","No major health problem","Not at all","Major Impact","Atleast 3 days a week","No change","Decreased slightly","2","2","3","1","0","2","2","3","1","3","1","3","0","3","2","1","3","2","3","2","1","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 10:52:54 PM GMT+5:30","Chandigarh","18 - 25 years old","Male","Student","2","Less than 5 lakhs","Increased slighltly","No","No","Yes","No major health problem","Ocassionally","Considerable Impact","Atleast 3 days a week","No change","Increased slightly","3","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","0","0","0","None"
"2021/05/22 10:53:57 PM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","2","5 - 10 lakhs","Decreased slightly","No","No","No","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 10:56:05 PM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","No change","Yes","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","Increased slightly","Increased slightly","2","2","1","0","0","0","1","0","1","2","1","1","2","2","2","2","1","1","3","3","3","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 11:01:07 PM GMT+5:30","Punjab","18 - 25 years old","Male","Student","2","10 - 20 lakhs","No change","No","No","No","No major health problem","Atleast 3 days a week","No Impact","Atleast 3 days a week","No change","No change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 11:02:03 PM GMT+5:30","Punjab","16 - 18 years old","Male","Student","1","10 - 20 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Atleast 3 days a week","Increased slightly","No change","4","0","0","0","0","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 11:04:10 PM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","3 or more","More than 20 lakhs","Increased slighltly","No","Yes","Yes","No major health problem","Every day","Considerable Impact","Atleast 3 days a week","Increased slightly","Increased sigificantly","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 11:05:02 PM GMT+5:30","Delhi","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","Decreased significantly","No","No","No","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Decreased slightly","Decreased slightly","2","3","0","0","0","0","0","0","2","1","1","1","1","1","2","1","1","0","1","1","2","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 11:07:20 PM GMT+5:30","Delhi","45+ years old","Male","Private Sector Employee","2","More than 20 lakhs","Increased slighltly","No","No","Yes","No major health problem","Every day","No Impact","Almost all the time/ Every day","No change","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/22 11:09:21 PM GMT+5:30","Bihar","18 - 25 years old","Male","Student","3 or more","5 - 10 lakhs","Decreased significantly","Yes","Yes","Yes","No major health problem","Ocassionally","Major Impact","Ocassionally","Decreased slightly","Increased slightly","1","1","0","2","0","0","0","0","0","0","0","0","3","0","0","3","3","3","3","2","1","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 11:11:46 PM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","2","10 - 20 lakhs","Decreased slightly","No","Yes","Yes","No major health problem","Not at all","Considerable Impact","Ocassionally","Increased slightly","Increased slightly","3","1","1","3","1","0","0","0","0","0","0","0","2","2","3","3","2","3","2","3","3","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/22 11:12:19 PM GMT+5:30","Delhi","18 - 25 years old","Male","Self Employed","2","Less than 5 lakhs","Decreased slightly","Yes","No","No","No major health problem","Atleast 3 days a week","Small Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","None"
"2021/05/22 11:16:13 PM GMT+5:30","Jammu and Kashmir","18 - 25 years old","Female","Private Sector Employee","3 or more","10 - 20 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Considerable Impact","Almost all the time/ Every day","No change","Decreased significantly","1","3","3","3","0","3","3","3","1","1","2","3","3","3","2","2","3","3","3","2","3","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/22 11:25:27 PM GMT+5:30","Maharashtra","25 - 45 years old","Female","Private Sector Employee","2","More than 20 lakhs","No change","Yes","Yes","No","No major health problem","Every day","Small Impact","Ocassionally","Increased slightly","No change","3","0","0","0","0","0","0","0","0","1","2","1","2","1","1","1","1","1","1","1","1","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 11:30:27 PM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","3 or more","10 - 20 lakhs","No change","Yes","Yes","Yes","No major health problem","Ocassionally","Small Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","2","0","0","0","0","0","0","0","2","1","0","1","0","0","0","1","1","0","1","1","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/22 11:31:56 PM GMT+5:30","Delhi","18 - 25 years old","Female","Self Employed","3 or more","More than 20 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Ocassionally","Major Impact","Atleast 3 days a week","Increased slightly","Increased slightly","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Anxiety (feeling of worry, nervousness etc.)"
